0;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.09;0.092;0.094;0.096;0.098;0.1;0.098;0.096;0.094;0.092;0.09;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.09;0.092;0.094;0.096;0.098;0.0995;0.098;0.096;0.094;0.092;0.09;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.09;0.092;0.094;0.0959688;0.097375;0.0968125;0.097375;0.0959688;0.094;0.092;0.09;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.09;0.092;0.0939922;0.0957969;0.0963828;0.0956562;0.0963828;0.0957969;0.0939922;0.092;0.09;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.09;0.091998;0.0939375;0.0953203;0.0950625;0.0948633;0.0950625;0.0953203;0.0939375;0.091998;0.09;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.088;0.0899995;0.0919814;0.0937437;0.0944336;0.0937568;0.0941699;0.0937568;0.0944336;0.0937437;0.0919814;0.0899995;0.088;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.0879999;0.0899946;0.0919099;0.0932817;0.0932052;0.0927236;0.09327;0.0927236;0.0932052;0.0932817;0.0919099;0.0899946;0.0879999;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.086;0.0879985;0.0899699;0.0917025;0.0924577;0.0918755;0.0919474;0.0920969;0.0919474;0.0918755;0.0924577;0.0917025;0.0899699;0.0879985;0.086;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.084;0.0859996;0.0879903;0.0898854;0.0912508;0.0912994;0.0907094;0.0911906;0.0908491;0.0911906;0.0907094;0.0912994;0.0912508;0.0898854;0.0879903;0.0859996;0.084;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
0.0005;0.002;0.004;0.006;0.008;0.01;0.012;0.014;0.016;0.018;0.02;0.022;0.024;0.026;0.028;0.03;0.032;0.034;0.036;0.038;0.04;0.042;0.044;0.046;0.048;0.05;0.052;0.054;0.056;0.058;0.06;0.062;0.064;0.066;0.068;0.07;0.072;0.074;0.076;0.078;0.08;0.082;0.0839999;0.085997;0.0879582;0.0896685;0.0904698;0.0899814;0.0898111;0.0902281;0.089772;0.0902281;0.0898111;0.0899814;0.0904698;0.0896685;0.0879582;0.085997;0.0839999;0.082;0.08;0.078;0.076;0.074;0.072;0.07;0.068;0.066;0.064;0.062;0.06;0.058;0.056;0.054;0.052;0.05;0.048;0.046;0.044;0.042;0.04;0.038;0.036;0.034;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;
